,Row_ID,Year,Era,Scenario,Region,Demographic_Group,Education_Level,Profession,AI_Tool_Category,Weekly_AI_Usage_Hours,AI_Dependency_Score,Human_Creativity_Score,Critical_Thinking_Ability,Problem_Solving_Skills,Emotional_Intelligence,Innovation_Rate,Learning_Speed,Human_Decision_Making_Involvement,Social_Interaction_Quality,Cognitive_Load_Index,Mental_Wellbeing_Score,AI_Tool_Proficiency,Adaptability_Score,Attention_Span_Minutes,Positive_Effects_of_AI,Negative_Effects_of_AI,Outcome_Label
45507,45508,2050,Post-Singularity Transition,Optimistic,Africa,Adult (36-50),PhD/Research,Unemployed/Retired,Creative AI,29.7,48.01,68.18,67.69,84.73,66.91,75.74,62.93,70.63,78.21,73.48,72.47,48.85,79.0,59.48,Optimized problem-solving frameworks; Enhanced collaborative intelligence; Cross-domain creativity boosts; Augmented artistic expression,,Positive Growth
45508,45509,2040,Deep AI Dependency Era,Optimistic,Southeast Asia,Youth (18-25),PhD/Research,Skilled Trades,Analytical AI,21.9,33.67,57.15,72.21,69.16,70.34,57.64,68.65,85.7,70.07,59.52,65.39,34.66,70.4,50.5,Cross-domain creativity boosts; Enhanced collaborative intelligence,Job displacement anxiety,Positive Growth
45509,45510,2058,Cognitive Co-Evolution,Neutral,East Asia,Senior (51-65),Undergraduate,Engineering,AGI-Adjacent Tools,21.4,59.06,69.6,63.89,71.46,62.29,73.74,70.61,59.81,66.65,71.6,74.28,62.1,72.38,50.32,Broader knowledge access; Real-time language and cultural bridging,Declining handwriting and manual skills; Reduced risk-taking in innovation; Job displacement anxiety,Positive Growth
45510,45511,2050,Post-Singularity Transition,Mixed,East Asia,Elder (65+),Undergraduate,Social Sciences,Analytical AI,26.4,39.97,65.07,67.81,61.06,62.55,43.2,66.49,59.03,63.19,64.84,59.98,38.59,74.63,21.04,Optimized problem-solving frameworks; Democratized access to expertise,Existential anxiety from AI advancement; Decreased social bonding; Reduced risk-taking in innovation,Stagnant / Moderate
45511,45512,2068,Symbiotic Intelligence Age,Neutral,Middle East,Senior (51-65),Postgraduate,Social Sciences,Full AGI Integration,33.5,71.52,77.74,56.76,65.84,61.58,70.58,80.08,58.82,71.1,62.46,62.17,64.32,59.87,42.45,Accelerated innovation cycles; Improved mental health support tools; Enhanced research capabilities,Skill atrophy in non-AI domains; Declining handwriting and manual skills,Positive Growth
45512,45513,2075,Symbiotic Intelligence Age,Mixed,Africa,Youth (18-25),Secondary,Finance,AGI-Adjacent Tools,38.3,73.67,63.41,61.52,67.43,54.88,65.4,75.56,59.21,70.55,70.04,67.59,69.92,69.88,41.77,Augmented artistic expression; Enhanced research capabilities,Privacy erosion through behavioral data; Loss of deep reading habits; Creativity homogenization,Stagnant / Moderate
45513,45514,2026,Early AI Integration,Optimistic,Southeast Asia,Youth (18-25),PhD/Research,Entrepreneurship,Basic Assistants,7.4,11.64,48.27,69.6,60.15,68.46,49.35,59.17,91.02,64.91,45.6,64.1,4.94,61.67,47.4,Augmented artistic expression; Faster skill acquisition; Greater scientific discovery rates; Broader knowledge access,Loss of deep reading habits; Job displacement anxiety,Stagnant / Moderate
45514,45515,2050,Post-Singularity Transition,Optimistic,South Asia,Adult (36-50),PhD/Research,Engineering,Analytical AI,37.0,50.61,63.56,77.82,80.8,77.98,71.31,80.19,77.98,72.63,60.0,66.7,54.01,72.43,61.03,Faster medical diagnostics; Reduced cognitive load on repetitive tasks; Democratized access to expertise; Enhanced emotional regulation through AI coaching,,Positive Growth
45515,45516,2065,Symbiotic Intelligence Age,Neutral,Africa,Youth (18-25),Postgraduate,Unemployed/Retired,AGI-Adjacent Tools,28.6,64.93,72.16,64.67,71.33,62.22,74.69,85.19,54.97,60.94,74.59,74.58,55.03,45.55,37.74,Faster skill acquisition; Improved mental health support tools,Job displacement anxiety,Positive Growth
45516,45517,2061,Symbiotic Intelligence Age,Mixed,Latin America,Senior (51-65),Primary,Education,Full AGI Integration,28.4,56.49,55.05,70.91,63.11,68.48,71.23,67.02,62.57,76.7,62.58,58.11,61.98,54.37,55.61,Optimized problem-solving frameworks; Enhanced research capabilities; Enhanced emotional regulation through AI coaching,Loss of deep reading habits,Stagnant / Moderate
45517,45518,2042,Post-Singularity Transition,Pessimistic,Latin America,Adult (36-50),PhD/Research,Creative Arts,Analytical AI,23.0,46.76,58.01,48.2,52.61,53.51,44.73,54.22,86.49,65.02,67.9,54.13,48.16,53.02,48.59,,Digital addiction patterns; Polarization through AI echo chambers,Cognitive Decline Risk
45518,45519,2039,Deep AI Dependency Era,Optimistic,Oceania,Senior (51-65),PhD/Research,Skilled Trades,Analytical AI,12.2,28.64,67.92,65.41,74.1,70.34,62.88,68.02,70.96,69.35,52.99,57.02,30.63,66.22,41.56,Better data-driven decisions; Faster medical diagnostics; Increased productivity for deep work,Reduced tolerance for ambiguity,Positive Growth
45519,45520,2055,Cognitive Co-Evolution,Neutral,Africa,Youth (18-25),Undergraduate,Finance,AGI-Adjacent Tools,26.8,53.37,72.64,62.19,66.26,60.35,56.46,71.42,61.08,60.32,67.66,68.61,53.98,62.87,57.01,Greater scientific discovery rates,Emotional detachment from AI mediation,Positive Growth
45520,45521,2049,Post-Singularity Transition,Mixed,Middle East,Adult (36-50),Postgraduate,Science & Research,Creative AI,12.0,36.16,76.55,57.87,63.63,63.4,32.19,57.93,57.35,52.31,59.97,68.53,35.5,66.7,60.69,Improved creative brainstorming,Digital addiction patterns; Reduced physical-world problem solving; Attention span deterioration,Stagnant / Moderate
45521,45522,2024,Early AI Integration,Optimistic,Oceania,Young Adult (26-35),Postgraduate,Law,,3.0,8.31,50.54,59.53,56.61,58.44,44.65,47.76,82.91,70.44,52.4,51.38,14.43,63.86,53.53,Reduced cognitive load on repetitive tasks; Cross-domain creativity boosts; Augmented artistic expression; Faster skill acquisition,Decreased social bonding; Digital addiction patterns,Stagnant / Moderate
45522,45523,2060,Cognitive Co-Evolution,Optimistic,South Asia,Young Adult (26-35),Postgraduate,Engineering,AGI-Adjacent Tools,32.9,58.01,75.65,74.77,77.83,77.66,68.96,77.16,67.84,79.32,72.7,74.24,60.48,78.0,51.34,Faster skill acquisition; Democratized access to expertise; Reduced cognitive load on repetitive tasks,Skill atrophy in non-AI domains,Positive Growth
45523,45524,2049,Post-Singularity Transition,Pessimistic,East Asia,Elder (65+),Postgraduate,Science & Research,Multi-modal AI,30.1,59.09,54.05,65.19,63.92,56.57,35.75,47.66,59.18,38.62,52.8,48.8,58.67,61.69,22.79,Reduced cognitive load on repetitive tasks,Loss of deep reading habits; Existential anxiety from AI advancement; Algorithmic bias reinforcement; Decreased self-confidence in decisions,Cognitive Decline Risk
45524,45525,2063,Symbiotic Intelligence Age,Optimistic,Southeast Asia,Adult (36-50),Undergraduate,Healthcare,Multi-modal AI,31.8,58.78,70.66,87.43,75.92,73.9,80.12,70.04,74.5,71.54,57.61,77.74,68.82,78.79,52.78,Increased productivity for deep work; Improved creative brainstorming,Polarization through AI echo chambers,Positive Growth
45525,45526,2060,Cognitive Co-Evolution,Pessimistic,Africa,Elder (65+),Primary,Engineering,Analytical AI,30.2,66.13,61.13,44.04,61.84,47.96,41.33,49.09,56.52,47.26,69.35,45.75,77.0,47.2,35.83,,Memory atrophy from AI offloading; Algorithmic bias reinforcement; Reduced independent thinking; Polarization through AI echo chambers,Cognitive Decline Risk
45526,45527,2069,Symbiotic Intelligence Age,Optimistic,North America,Adult (36-50),Postgraduate,Business,AGI-Adjacent Tools,31.7,70.19,84.36,87.67,92.63,72.94,93.7,82.94,64.43,77.62,76.96,85.69,68.59,79.05,70.85,Democratized access to expertise; Greater scientific discovery rates; Increased productivity for deep work,Skill atrophy in non-AI domains,Positive Growth
45527,45528,2039,Deep AI Dependency Era,Optimistic,South Asia,Adult (36-50),Undergraduate,Business,Analytical AI,10.8,25.72,68.47,61.89,62.46,73.7,66.69,67.23,78.33,65.0,55.15,64.08,26.46,66.0,49.72,Enhanced emotional regulation through AI coaching; Democratized access to expertise,Memory atrophy from AI offloading; Reduced tolerance for ambiguity,Positive Growth
45528,45529,2060,Cognitive Co-Evolution,Pessimistic,Southeast Asia,Senior (51-65),PhD/Research,Healthcare,Multi-modal AI,39.5,78.72,46.01,51.08,60.18,46.84,34.38,51.9,62.72,51.29,74.89,41.12,64.59,52.91,34.57,Optimized problem-solving frameworks; Personalized learning pathways,Existential anxiety from AI advancement; Reduced tolerance for ambiguity; Privacy erosion through behavioral data; Reduced independent thinking,Cognitive Decline Risk
45529,45530,2063,Symbiotic Intelligence Age,Optimistic,Latin America,Youth (18-25),Primary,Finance,Multi-modal AI,37.4,66.72,82.1,85.02,78.82,86.58,84.17,86.78,70.46,73.14,59.64,78.99,71.31,85.16,60.04,Improved creative brainstorming; Reduced cognitive load on repetitive tasks,Memory atrophy from AI offloading; Algorithmic bias reinforcement,Positive Growth
45530,45531,2058,Cognitive Co-Evolution,Optimistic,Africa,Senior (51-65),Postgraduate,Engineering,Analytical AI,25.2,55.33,65.32,80.67,71.57,68.99,76.01,81.23,64.85,77.52,61.93,66.39,65.71,73.24,57.31,Improved mental health support tools; Real-time language and cultural bridging; Broader knowledge access,Algorithmic bias reinforcement,Positive Growth
45531,45532,2027,AI Mainstream Adoption,Mixed,North America,Elder (65+),PhD/Research,Education,,9.8,12.36,67.56,69.29,45.54,73.64,56.15,69.36,80.99,79.16,57.94,69.45,5.77,61.72,34.41,Personalized learning pathways; Enhanced collaborative intelligence; Increased productivity for deep work,Digital addiction patterns,Stagnant / Moderate
45532,45533,2072,Symbiotic Intelligence Age,Optimistic,Europe,Senior (51-65),PhD/Research,Unemployed/Retired,Full AGI Integration,34.1,73.01,85.48,86.38,85.94,82.76,83.41,86.19,52.89,74.46,66.71,81.05,71.61,84.57,67.27,Accelerated innovation cycles; Reduced cognitive load on repetitive tasks,,Positive Growth
45533,45534,2057,Cognitive Co-Evolution,Neutral,Latin America,Adult (36-50),Secondary,Engineering,Analytical AI,30.7,57.53,72.78,59.69,67.44,63.76,66.55,76.14,67.61,62.45,72.34,65.04,55.44,65.67,29.84,Democratized access to expertise; Improved mental health support tools,Creativity homogenization; Privacy erosion through behavioral data,Positive Growth
45534,45535,2045,Post-Singularity Transition,Mixed,Europe,Youth (18-25),PhD/Research,Entrepreneurship,Creative AI,23.5,41.78,70.54,58.85,59.96,68.17,49.66,50.29,74.68,62.47,61.47,60.95,42.85,59.09,39.93,Democratized access to expertise,Reduced risk-taking in innovation,Stagnant / Moderate
45535,45536,2062,Symbiotic Intelligence Age,Optimistic,Oceania,Youth (18-25),Undergraduate,Unemployed/Retired,Full AGI Integration,16.9,58.23,72.86,80.82,83.65,71.0,82.12,93.13,62.88,84.75,71.46,79.73,59.33,82.79,66.49,Better data-driven decisions; Enhanced collaborative intelligence; Accelerated innovation cycles,,Positive Growth
45536,45537,2064,Symbiotic Intelligence Age,Optimistic,South Asia,Adult (36-50),Primary,Science & Research,Multi-modal AI,31.8,64.35,75.95,81.95,92.35,81.91,79.93,86.12,73.91,72.43,73.48,82.28,74.82,73.62,63.12,Better data-driven decisions; Improved mental health support tools; Accelerated innovation cycles; Real-time language and cultural bridging,Existential anxiety from AI advancement,Positive Growth
45537,45538,2065,Symbiotic Intelligence Age,Neutral,North America,Senior (51-65),Postgraduate,Business,Full AGI Integration,34.6,64.58,76.06,60.14,71.96,60.65,66.28,72.28,62.33,55.5,73.68,68.49,68.22,69.33,47.96,Personalized learning pathways,Emotional detachment from AI mediation,Positive Growth
45538,45539,2036,Deep AI Dependency Era,Pessimistic,Middle East,Senior (51-65),Secondary,Skilled Trades,,10.3,37.93,67.09,50.7,71.51,64.96,36.79,73.81,74.5,65.9,63.5,65.4,50.66,58.09,42.98,Democratized access to expertise,Attention span deterioration; Declining handwriting and manual skills; Decreased social bonding; Privacy erosion through behavioral data,Cognitive Decline Risk
45539,45540,2054,Cognitive Co-Evolution,Pessimistic,South Asia,Adult (36-50),Undergraduate,Finance,Analytical AI,41.0,70.21,60.97,48.08,52.88,61.1,28.65,49.46,27.7,55.95,57.78,54.79,75.27,46.89,44.92,Personalized learning pathways,Privacy erosion through behavioral data; Emotional detachment from AI mediation; Decreased self-confidence in decisions; Algorithmic bias reinforcement,Cognitive Decline Risk
45540,45541,2035,AI-Augmented Society,Mixed,Europe,Elder (65+),Postgraduate,Education,,20.4,40.04,82.06,71.17,71.85,79.01,24.5,68.99,70.98,70.6,57.73,80.1,48.43,59.13,44.24,Enhanced collaborative intelligence,Reduced independent thinking,Stagnant / Moderate
45541,45542,2055,Cognitive Co-Evolution,Optimistic,Africa,Senior (51-65),Secondary,Science & Research,Analytical AI,30.4,56.76,76.7,76.72,75.41,75.68,68.6,74.04,66.4,75.61,70.53,69.07,62.66,76.26,58.8,Accelerated innovation cycles; Personalized learning pathways,,Positive Growth
45542,45543,2055,Cognitive Co-Evolution,Neutral,Latin America,Young Adult (26-35),Primary,Technology,Multi-modal AI,22.4,54.75,73.01,69.83,68.28,60.53,63.85,64.99,65.06,61.23,66.72,65.12,60.89,63.55,54.87,Faster skill acquisition,Decreased self-confidence in decisions; Job displacement anxiety,Positive Growth
45543,45544,2075,Symbiotic Intelligence Age,Mixed,Latin America,Elder (65+),Secondary,Skilled Trades,AGI-Adjacent Tools,46.9,93.12,70.17,63.32,45.63,51.32,32.23,48.17,51.03,58.77,80.55,59.66,90.59,69.22,59.75,Faster medical diagnostics; Reduced cognitive load on repetitive tasks,Algorithmic bias reinforcement; Job displacement anxiety,Stagnant / Moderate
45544,45545,2045,Post-Singularity Transition,Optimistic,East Asia,Youth (18-25),PhD/Research,Education,Basic Assistants,21.8,37.91,62.39,71.12,68.66,65.52,64.61,70.27,75.62,70.9,51.46,61.94,36.12,75.12,50.5,Improved mental health support tools; Enhanced collaborative intelligence; Improved creative brainstorming; Real-time language and cultural bridging,,Positive Growth
45545,45546,2072,Symbiotic Intelligence Age,Optimistic,Southeast Asia,Adult (36-50),Primary,Healthcare,Full AGI Integration,40.3,72.08,88.62,91.93,81.03,89.81,84.88,98.81,59.83,86.9,64.33,77.99,75.88,73.11,70.82,Better data-driven decisions; Improved creative brainstorming,,Positive Growth
45546,45547,2042,Post-Singularity Transition,Pessimistic,Europe,Youth (18-25),Postgraduate,Entrepreneurship,Analytical AI,23.7,52.5,51.08,57.96,58.52,59.53,52.03,57.97,75.48,65.56,63.66,54.44,39.96,66.56,36.38,,Loss of deep reading habits; Reduced risk-taking in innovation,Cognitive Decline Risk
45547,45548,2043,Post-Singularity Transition,Mixed,Europe,Adult (36-50),Postgraduate,Technology,Creative AI,14.6,32.16,74.8,66.68,65.29,65.53,44.77,48.96,86.56,64.21,53.85,60.44,43.44,65.5,45.24,Faster medical diagnostics,Loss of deep reading habits; Job displacement anxiety,Stagnant / Moderate
45548,45549,2041,Post-Singularity Transition,Optimistic,Southeast Asia,Young Adult (26-35),PhD/Research,Law,Basic Assistants,8.1,28.74,67.63,62.69,67.09,62.78,65.37,61.25,78.2,71.78,55.72,55.06,39.27,72.14,45.83,Increased productivity for deep work; Faster medical diagnostics; Greater scientific discovery rates; Personalized learning pathways,Digital addiction patterns,Positive Growth
45549,45550,2047,Post-Singularity Transition,Pessimistic,Europe,Young Adult (26-35),Primary,Skilled Trades,Multi-modal AI,29.8,47.82,51.24,59.81,61.4,51.07,48.39,55.82,56.7,65.8,74.05,60.81,46.27,59.89,37.19,,Creativity homogenization; Job displacement anxiety; Digital addiction patterns; Over-reliance on AI outputs,Cognitive Decline Risk
45550,45551,2063,Symbiotic Intelligence Age,Optimistic,Southeast Asia,Adult (36-50),Undergraduate,Unemployed/Retired,Full AGI Integration,28.3,67.62,74.59,81.6,86.4,82.25,76.87,88.19,70.36,76.56,66.31,72.81,70.26,77.24,56.25,Improved mental health support tools; Improved creative brainstorming,Skill atrophy in non-AI domains; Reduced physical-world problem solving,Positive Growth
45551,45552,2039,Deep AI Dependency Era,Pessimistic,Europe,Senior (51-65),Secondary,Social Sciences,Basic Assistants,19.9,48.66,75.28,53.26,60.86,64.5,50.26,47.96,70.1,67.59,74.39,40.7,55.11,65.69,32.9,Better data-driven decisions,Digital addiction patterns; Existential anxiety from AI advancement,Cognitive Decline Risk
45552,45553,2033,AI-Augmented Society,Optimistic,East Asia,Senior (51-65),PhD/Research,Creative Arts,,5.8,19.12,70.43,62.68,59.81,63.74,55.09,52.84,80.92,80.01,64.45,67.54,25.44,61.33,53.23,Broader knowledge access; Enhanced emotional regulation through AI coaching,,Stagnant / Moderate
45553,45554,2024,Early AI Integration,Pessimistic,Middle East,Youth (18-25),Undergraduate,Law,,12.3,22.34,69.08,78.79,78.26,75.9,58.16,56.71,95.27,78.23,59.34,62.44,28.7,70.63,39.15,,Reduced physical-world problem solving; Over-reliance on AI outputs; Decreased social bonding; Emotional detachment from AI mediation,Cognitive Decline Risk
45554,45555,2074,Symbiotic Intelligence Age,Pessimistic,Middle East,Senior (51-65),Undergraduate,Creative Arts,Full AGI Integration,40.0,87.4,43.54,42.44,39.32,44.43,25.02,42.33,46.27,39.32,68.04,29.17,83.54,31.13,27.52,,Creativity homogenization; Reduced tolerance for ambiguity; Decreased self-confidence in decisions,Cognitive Decline Risk
45555,45556,2032,AI-Augmented Society,Mixed,Southeast Asia,Adult (36-50),Primary,Skilled Trades,,9.6,26.47,74.18,49.5,77.51,62.53,38.47,58.58,71.11,69.13,61.65,53.5,38.96,65.99,43.77,Accelerated innovation cycles; Faster skill acquisition,Decreased social bonding,Stagnant / Moderate
45556,45557,2049,Post-Singularity Transition,Mixed,Europe,Youth (18-25),Primary,Technology,Creative AI,27.0,58.13,64.04,56.5,51.51,63.99,61.77,66.57,53.21,72.58,82.22,60.91,67.96,65.41,57.23,Enhanced research capabilities; Improved accessibility for disabled individuals; Improved creative brainstorming,Algorithmic bias reinforcement; Digital addiction patterns,Stagnant / Moderate
45557,45558,2041,Post-Singularity Transition,Mixed,North America,Adult (36-50),Primary,Skilled Trades,Analytical AI,11.0,30.07,84.07,48.86,53.58,67.45,47.21,58.94,80.35,57.39,73.58,72.95,46.39,73.04,49.45,Personalized learning pathways,Reduced independent thinking,Stagnant / Moderate
